user input,assistant response
"I am suffering from depression, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, chest tightness, palpitations, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, shortness of breath, depressive or psychotic symptoms, dizziness, chest tightness, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, dizziness, abnormal involuntary movements, chest tightness, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, chest tightness.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, chest tightness, palpitations.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depressive or psychotic symptoms, dizziness, abnormal involuntary movements, chest tightness, palpitations.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from shortness of breath, depressive or psychotic symptoms, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, shortness of breath, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, depressive or psychotic symptoms, insomnia, abnormal involuntary movements, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, depression, shortness of breath, dizziness, palpitations, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, shortness of breath, depressive or psychotic symptoms, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, dizziness, chest tightness.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, insomnia, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from dizziness, insomnia, abnormal involuntary movements, chest tightness, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, depressive or psychotic symptoms, dizziness, insomnia, abnormal involuntary movements, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depression, shortness of breath, palpitations, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from depressive or psychotic symptoms, chest tightness, palpitations, irregular heartbeat, breathing fast.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
"I am suffering from anxiety and nervousness, shortness of breath, depressive or psychotic symptoms, chest tightness, palpitations, irregular heartbeat.",You may be suffering from panic disorder. It is advised to see a healthcare professional.
